,movie,year,run_time,genre,rating,about,keywords
474,chung hing sam lam,1994,102 min,comedy  crime  drama            ,8.1,two melancholy hong kong policemen fall in love one with a mysterious female underworld figure the other with a beautiful and ethereal waitress at a latenight restaurant he frequents,two melancholy hong kong policemen fall in love one with a mysterious female underworld figure the other with a beautiful and ethereal waitress at a latenight restaurant he frequents comedy  crime  drama            
475,stalker,1979,162 min,drama  sci-fi            ,8.1,a guide leads two men through an area known as the zone to find a room that grants wishes,a guide leads two men through an area known as the zone to find a room that grants wishes drama  sci-fi            
476,close encounters of the third kind,1977,138 min,drama  sci-fi            ,7.6,roy neary an electric lineman watches how his quiet and ordinary daily life turns upside down after a close encounter with a ufo,roy neary an electric lineman watches how his quiet and ordinary daily life turns upside down after a close encounter with a ufo drama  sci-fi            
477,spartacus,1960,197 min,adventure  biography  drama            ,7.9,the slave spartacus leads a violent revolt against the decadent roman republic,the slave spartacus leads a violent revolt against the decadent roman republic adventure  biography  drama            
478,wild tales,2014,122 min,comedy  drama  thriller            ,8.1,six short stories that explore the extremities of human behavior involving people in distress,six short stories that explore the extremities of human behavior involving people in distress comedy  drama  thriller            
479,butch cassidy and the sundance kid,1969,110 min,biography  crime  drama            ,8.0,wyoming early 1900s butch cassidy and the sundance kid are the leaders of a band of outlaws after a train robbery goes wrong they find themselves on the run with a posse hard on their heels their solution  escape to bolivia,wyoming early 1900s butch cassidy and the sundance kid are the leaders of a band of outlaws after a train robbery goes wrong they find themselves on the run with a posse hard on their heels their solution  escape to bolivia biography  crime  drama            
480,dirty harry,1971,102 min,action  crime  thriller            ,7.7,when a madman calling himself the scorpio killer menaces the city toughasnails san francisco police inspector dirty harry callahan is assigned to track down and ferret out the crazed psychopath,when a madman calling himself the scorpio killer menaces the city toughasnails san francisco police inspector dirty harry callahan is assigned to track down and ferret out the crazed psychopath action  crime  thriller            
481,lost highway,1997,134 min,mystery  thriller            ,7.6,anonymous videotapes presage a musicians murder conviction and a gangsters girlfriend leads a mechanic astray,anonymous videotapes presage a musicians murder conviction and a gangsters girlfriend leads a mechanic astray mystery  thriller            
482,die hard: with a vengeance,1995,128 min,action  adventure  thriller            ,7.6,john mcclane and a harlem store owner are targeted by german terrorist simon in new york city where he plans to rob the federal reserve building,john mcclane and a harlem store owner are targeted by german terrorist simon in new york city where he plans to rob the federal reserve building action  adventure  thriller            
483,jfk,1991,189 min,drama  history  thriller            ,8.0,new orleans district attorney jim garrison discovers theres more to the kennedy assassination than the official story,new orleans district attorney jim garrison discovers theres more to the kennedy assassination than the official story drama  history  thriller            
484,being john malkovich,1999,113 min,comedy  drama  fantasy            ,7.7,a puppeteer discovers a portal that leads literally into the head of movie star john malkovich,a puppeteer discovers a portal that leads literally into the head of movie star john malkovich comedy  drama  fantasy            
485,ben-hur,1959,212 min,adventure  drama  history            ,8.1,after a jewish prince is betrayed and sent into slavery by a roman friend he regains his freedom and comes back for revenge,after a jewish prince is betrayed and sent into slavery by a roman friend he regains his freedom and comes back for revenge adventure  drama  history            
486,dawn of the dead,1978,127 min,horror  thriller            ,7.9,following an evergrowing epidemic of zombies that have risen from the dead two philadelphia swat team members a traffic reporter and his television executive girlfriend seek refuge in a secluded shopping mall,following an evergrowing epidemic of zombies that have risen from the dead two philadelphia swat team members a traffic reporter and his television executive girlfriend seek refuge in a secluded shopping mall horror  thriller            
487,walk the line,2005,136 min,biography  drama  music            ,7.8,a chronicle of country music legend johnny cashs life from his early days on an arkansas cotton farm to his rise to fame with sun records in memphis where he recorded alongside elvis presley jerry lee lewis and carl perkins,a chronicle of country music legend johnny cashs life from his early days on an arkansas cotton farm to his rise to fame with sun records in memphis where he recorded alongside elvis presley jerry lee lewis and carl perkins biography  drama  music            
488,my neighbor totoro,1988,86 min,animation  family  fantasy            ,8.2,when two girls move to the country to be near their ailing mother they have adventures with the wondrous forest spirits who live nearby,when two girls move to the country to be near their ailing mother they have adventures with the wondrous forest spirits who live nearby animation  family  fantasy            
489,roma,2018,135 min,drama            ,7.7,a year in the life of a middleclass familys maid in mexico city in the early 1970s,a year in the life of a middleclass familys maid in mexico city in the early 1970s drama            
490,strangers on a train,1951,101 min,crime  film-noir  thriller            ,8.0,a psychopath forces a tennis star to comply with his theory that two strangers can get away with murder,a psychopath forces a tennis star to comply with his theory that two strangers can get away with murder crime  film-noir  thriller            
491,hotel rwanda,2004,121 min,biography  drama  history            ,8.1, rusesabagina a hotel manager houses over a thousand tutsi refugees during their struggle against the hutu militia in rwanda africa, rusesabagina a hotel manager houses over a thousand tutsi refugees during their struggle against the hutu militia in rwanda africa biography  drama  history            
492,3:10 to yuma,2007,122 min,action  crime  drama            ,7.7,a smalltime rancher agrees to hold a captured outlaw whos awaiting a train to go to court in yuma a battle of wills ensues as the outlaw tries to psych out the rancher,a smalltime rancher agrees to hold a captured outlaw whos awaiting a train to go to court in yuma a battle of wills ensues as the outlaw tries to psych out the rancher action  crime  drama            
493,"paris, texas",1984,145 min,drama            ,8.1,travis henderson an aimless drifter who has been missing for four years wanders out of the desert and must reconnect with society himself his life and his family,travis henderson an aimless drifter who has been missing for four years wanders out of the desert and must reconnect with society himself his life and his family drama            
494,la haine,1995,98 min,crime  drama            ,8.1,24 hours in the lives of three young men in the french suburbs the day after a violent riot,24 hours in the lives of three young men in the french suburbs the day after a violent riot crime  drama            
495,enemy at the gates,2001,131 min,drama  history  war            ,7.6,a russian and a german sniper play a game of catandmouse during the battle of stalingrad,a russian and a german sniper play a game of catandmouse during the battle of stalingrad drama  history  war            
496,enter the dragon,1973,102 min,action  crime  drama            ,7.7,a secret agent comes to an opium lords island fortress with other fighters for a martialarts tournament,a secret agent comes to an opium lords island fortress with other fighters for a martialarts tournament action  crime  drama            
497,rushmore,1998,93 min,comedy  drama  romance            ,7.7,the extracurricular king of rushmore preparatory school is put on academic probation,the extracurricular king of rushmore preparatory school is put on academic probation comedy  drama  romance            
498,"blood in, blood out",1993,180 min,crime  drama            ,8.0,based on the true life experiences of poet jimmy santiago baca the film focuses on stepbrothers paco and cruz and their biracial cousin miklo,based on the true life experiences of poet jimmy santiago baca the film focuses on stepbrothers paco and cruz and their biracial cousin miklo crime  drama            
499,the holy mountain,1973,114 min,adventure  drama  fantasy            ,7.9,in a corrupt greedfueled world a powerful alchemist leads a messianic character and seven materialistic figures to the holy mountain where they hope to achieve enlightenment,in a corrupt greedfueled world a powerful alchemist leads a messianic character and seven materialistic figures to the holy mountain where they hope to achieve enlightenment adventure  drama  fantasy            
500,glory,1989,122 min,biography  drama  history            ,7.8,rt gould shaw leads the us civil wars first allblack volunteer company fighting prejudices from both his own union army and the confederates,rt gould shaw leads the us civil wars first allblack volunteer company fighting prejudices from both his own union army and the confederates biography  drama  history            
501,match point,2005,124 min,drama  romance  thriller            ,7.6,at a turning point in his life a former tennis pro falls for an actress who happens to be dating his friend and soontobe brotherinlaw,at a turning point in his life a former tennis pro falls for an actress who happens to be dating his friend and soontobe brotherinlaw drama  romance  thriller            
502,the wrestler,2008,109 min,drama  sport            ,7.9,a faded professional wrestler must retire but finds his quest for a new life outside the ring a dispiriting struggle,a faded professional wrestler must retire but finds his quest for a new life outside the ring a dispiriting struggle drama  sport            
503,21 grams,2003,124 min,crime  drama  thriller            ,7.6,a freak accident brings together a critically ill mathematician a grieving mother and a bornagain excon,a freak accident brings together a critically ill mathematician a grieving mother and a bornagain excon crime  drama  thriller            
504,the man from earth,2007,87 min,drama  fantasy  mystery            ,7.9,an impromptu goodbye party for professor john oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine,an impromptu goodbye party for professor john oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine drama  fantasy  mystery            
505,toy story 2,1999,92 min,animation  adventure  comedy            ,7.9,when woody is stolen by a toy collector buzz and his friends set out on a rescue mission to save woody before he becomes a museum toy property with his roundup gang jessie prospector and bullseye,when woody is stolen by a toy collector buzz and his friends set out on a rescue mission to save woody before he becomes a museum toy property with his roundup gang jessie prospector and bullseye animation  adventure  comedy            
506,monty python's life of brian,1979,94 min,comedy            ,8.1,born on the original christmas in the stable next door to jesus christ brian of nazareth spends his life being mistaken for a messiah,born on the original christmas in the stable next door to jesus christ brian of nazareth spends his life being mistaken for a messiah comedy            
507,night of the living dead,1968,96 min,horror  thriller            ,7.9,a ragtag group of pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesheating ghouls that are ravaging the east coast of the united states,a ragtag group of pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesheating ghouls that are ravaging the east coast of the united states horror  thriller            
508,flipped,2010,90 min,comedy  drama  romance            ,7.7,two eighthgraders start to have feelings for each other despite being total opposites,two eighthgraders start to have feelings for each other despite being total opposites comedy  drama  romance            
509,the searchers,1956,119 min,adventure  drama  western            ,7.9,an american civil war veteran embarks on a journey to rescue his niece from the comanches,an american civil war veteran embarks on a journey to rescue his niece from the comanches adventure  drama  western            
510,midnight cowboy,1969,113 min,drama            ,7.8,a naive hustler travels from texas to new york city to seek personal fortune finding a new friend in the process,a naive hustler travels from texas to new york city to seek personal fortune finding a new friend in the process drama            
511,mother,2009,129 min,crime  drama  mystery            ,7.8,a mother desperately searches for the killer who framed her son for a girls horrific murder,a mother desperately searches for the killer who framed her son for a girls horrific murder crime  drama  mystery            
512,mississippi burning,1988,128 min,crime  drama  history            ,7.8,two fbi agents with wildly different styles arrive in mississippi to investigate the disappearance of some civil rights activists,two fbi agents with wildly different styles arrive in mississippi to investigate the disappearance of some civil rights activists crime  drama  history            
513,miracle in cell no. 7,2019,132 min,drama            ,8.2,a story of love between a mentallyill father who was wrongly accused of murder and his lovely six year old daughter prison will be their home based on the 2013 korean movie miracle in cell no 7 2013,a story of love between a mentallyill father who was wrongly accused of murder and his lovely six year old daughter prison will be their home based on the 2013 korean movie miracle in cell no 7 2013 drama            
514,bonnie and clyde,1967,111 min,action  biography  crime            ,7.8,bored waitress bonnie parker falls in love with an excon named clyde barrow and together they start a violent crime spree through the country stealing cars and robbing banks,bored waitress bonnie parker falls in love with an excon named clyde barrow and together they start a violent crime spree through the country stealing cars and robbing banks action  biography  crime            
515,the philadelphia story,1940,112 min,comedy  romance            ,7.9,when a rich womans exhusband and a tabloidtype reporter turn up just before her planned remarriage she begins to learn the truth about herself,when a rich womans exhusband and a tabloidtype reporter turn up just before her planned remarriage she begins to learn the truth about herself comedy  romance            
516,the seventh seal,1957,96 min,drama  fantasy  history            ,8.2,a man seeks answers about life death and the existence of god as he plays chess against the grim reaper during the black plague,a man seeks answers about life death and the existence of god as he plays chess against the grim reaper during the black plague drama  fantasy  history            
517,the remains of the day,1993,134 min,drama  romance            ,7.8,a butler who sacrificed body and soul to service in the years leading up to world war ii realizes too late how misguided his loyalty was to his lordly employer,a butler who sacrificed body and soul to service in the years leading up to world war ii realizes too late how misguided his loyalty was to his lordly employer drama  romance            
518,sunset boulevard,1950,110 min,drama  film-noir            ,8.4,a screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return,a screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return drama  film-noir            
519,only the brave,2017,134 min,action  biography  drama            ,7.6,based on the true story of the granite mountain hotshots a group of elite firefighters who risk everything to protect a town from a historic wildfire,based on the true story of the granite mountain hotshots a group of elite firefighters who risk everything to protect a town from a historic wildfire action  biography  drama            
520,annie hall,1977,93 min,comedy  romance            ,8.0,alvy singer a divorced jewish comedian reflects on his relationship with exlover annie hall an aspiring nightclub singer which ended abruptly just like his previous marriages,alvy singer a divorced jewish comedian reflects on his relationship with exlover annie hall an aspiring nightclub singer which ended abruptly just like his previous marriages comedy  romance            
521,shane,1953,118 min,drama  western            ,7.6,a weary gunfighter attempts to settle down with a homestead family but a smoldering settlerrancher conflict forces him to act,a weary gunfighter attempts to settle down with a homestead family but a smoldering settlerrancher conflict forces him to act drama  western            
522,the illusionist,2006,110 min,drama  fantasy  mystery            ,7.6,in turnofthecentury vienna a magician uses his abilities to secure the love of a woman far above his social standing,in turnofthecentury vienna a magician uses his abilities to secure the love of a woman far above his social standing drama  fantasy  mystery            
523,the jungle book,1967,78 min,animation  adventure  family            ,7.6,bagheera the panther and baloo the bear have a difficult time trying to convince a boy to leave the jungle for human civilization,bagheera the panther and baloo the bear have a difficult time trying to convince a boy to leave the jungle for human civilization animation  adventure  family            
524,philadelphia,1993,125 min,drama            ,7.7,when a man with hiv is fired by his law firm because of his condition he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit,when a man with hiv is fired by his law firm because of his condition he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit drama            
525,the artist,2011,100 min,comedy  drama  romance            ,7.9,an egomaniacal film star develops a relationship with a young dancer against the backdrop of hollywoods silent era,an egomaniacal film star develops a relationship with a young dancer against the backdrop of hollywoods silent era comedy  drama  romance            
526,the king of comedy,1982,109 min,comedy  crime  drama            ,7.8,rupert pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this he stalks and kidnaps his idol to take the spotlight for himself,rupert pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this he stalks and kidnaps his idol to take the spotlight for himself comedy  crime  drama            
527,metropolis,1927,153 min,drama  sci-fi            ,8.3,in a futuristic city sharply divided between the working class and the city planners the son of the citys mastermind falls in love with a workingclass prophet who predicts the coming of a savior to mediate their differences,in a futuristic city sharply divided between the working class and the city planners the son of the citys mastermind falls in love with a workingclass prophet who predicts the coming of a savior to mediate their differences drama  sci-fi            
528,the iron giant,1999,86 min,animation  action  adventure            ,8.0,a young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy,a young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy animation  action  adventure            
529,a separation,2011,123 min,drama            ,8.3,a married couple are faced with a difficult decision  to improve the life of their child by moving to another country or to stay in iran and look after a deteriorating parent who has alzheimers disease,a married couple are faced with a difficult decision  to improve the life of their child by moving to another country or to stay in iran and look after a deteriorating parent who has alzheimers disease drama            
530,kramer vs. kramer,1979,105 min,drama            ,7.8,ted kramers wife leaves him allowing for a lost bond to be rediscovered between ted and his son billy but a heated custody battle ensues over the divorced couples son deepening the wounds left by the separation,ted kramers wife leaves him allowing for a lost bond to be rediscovered between ted and his son billy but a heated custody battle ensues over the divorced couples son deepening the wounds left by the separation drama            
531,gandhi,1982,191 min,biography  drama  history            ,8.0,the life of the lawyer who became the famed leader of the indian revolts against the british rule through his philosophy of nonviolent protest,the life of the lawyer who became the famed leader of the indian revolts against the british rule through his philosophy of nonviolent protest biography  drama  history            
532,the man who shot liberty valance,1962,123 min,drama  western            ,8.1,a senator returns to a western town for the funeral of an old friend and tells the story of his origins,a senator returns to a western town for the funeral of an old friend and tells the story of his origins drama  western            
533,naked,1993,132 min,comedy  drama            ,7.8,parallel tales of two sexually obsessed men one hurting and annoying women physically and mentally one wandering around the city talking to strangers and experiencing dimensions of life,parallel tales of two sexually obsessed men one hurting and annoying women physically and mentally one wandering around the city talking to strangers and experiencing dimensions of life comedy  drama            
534,blood simple,1984,99 min,crime  drama  thriller            ,7.6,the owner of a seedy smalltown texas bar discovers that one of his employees is having an affair with his wife a chaotic chain of misunderstandings lies and mischief ensues after he devises a plot to have them murdered,the owner of a seedy smalltown texas bar discovers that one of his employees is having an affair with his wife a chaotic chain of misunderstandings lies and mischief ensues after he devises a plot to have them murdered crime  drama  thriller            
535,seven pounds,2008,123 min,drama            ,7.6,a man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers,a man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers drama            
536,clerks,1994,92 min,comedy            ,7.7,a day in the lives of two convenience clerks named dante and randal as they annoy customers discuss movies and play hockey on the store roof,a day in the lives of two convenience clerks named dante and randal as they annoy customers discuss movies and play hockey on the store roof comedy            
537,star trek ii: the wrath of khan,1982,113 min,action  adventure  sci-fi            ,7.7,with the assistance of the enterprise crew admiral kirk must stop an old nemesis khan noonien singh from using the lifegenerating genesis device as the ultimate weapon,with the assistance of the enterprise crew admiral kirk must stop an old nemesis khan noonien singh from using the lifegenerating genesis device as the ultimate weapon action  adventure  sci-fi            
538,after hours,1985,97 min,comedy  crime  drama            ,7.7,an ordinary word processor has the worst night of his life after he agrees to visit a girl in soho who he met that evening at a coffee shop,an ordinary word processor has the worst night of his life after he agrees to visit a girl in soho who he met that evening at a coffee shop comedy  crime  drama            
539,bajrangi bhaijaan,2015,163 min,action  adventure  comedy            ,8.0,an indian man with a magnanimous heart takes a young mute pakistani girl back to her homeland to reunite her with her family,an indian man with a magnanimous heart takes a young mute pakistani girl back to her homeland to reunite her with her family action  adventure  comedy            
540,all the president's men,1976,138 min,biography  drama  history            ,8.0,the washington post reporters bob woodward and carl bernstein uncover the details of the watergate scandal that leads to president richard nixons resignation,the washington post reporters bob woodward and carl bernstein uncover the details of the watergate scandal that leads to president richard nixons resignation biography  drama  history            
541,dogville,2003,138 min,crime  drama            ,8.0,a woman on the run from the mob is reluctantly accepted in a small colorado community in exchange for labor but when a search visits the town she finds out that their support has a price,a woman on the run from the mob is reluctantly accepted in a small colorado community in exchange for labor but when a search visits the town she finds out that their support has a price crime  drama            
542,andhadhun,2018,139 min,crime  drama  music            ,8.2,a series of mysterious events change the life of a blind pianist who must now report a crime that he should technically know nothing of,a series of mysterious events change the life of a blind pianist who must now report a crime that he should technically know nothing of crime  drama  music            
543,let the right one in,2008,114 min,crime  drama  fantasy            ,7.9,oskar an overlooked and bullied boy finds love and revenge through eli a beautiful but peculiar girl,oskar an overlooked and bullied boy finds love and revenge through eli a beautiful but peculiar girl crime  drama  fantasy            
544,network,1976,121 min,drama            ,8.1,a television network cynically exploits a deranged former anchors ravings and revelations about the news media for its own profit,a television network cynically exploits a deranged former anchors ravings and revelations about the news media for its own profit drama            
545,ponyo,2008,101 min,animation  adventure  comedy            ,7.7,a fiveyearold boy develops a relationship with ponyo a young goldfish princess who longs to become a human after falling in love with him,a fiveyearold boy develops a relationship with ponyo a young goldfish princess who longs to become a human after falling in love with him animation  adventure  comedy            
546,kung fu hustle,2004,99 min,action  comedy  fantasy            ,7.7,in shanghai china in the 1940s a wannabe gangster aspires to join the notorious axe gang while residents of a housing complex exhibit extraordinary powers in defending their turf,in shanghai china in the 1940s a wannabe gangster aspires to join the notorious axe gang while residents of a housing complex exhibit extraordinary powers in defending their turf action  comedy  fantasy            
547,october sky,1999,108 min,biography  drama  family            ,7.8,the true story of homer hickam a coal miners son who was inspired by the first sputnik launch to take up rocketry against his fathers wishes,the true story of homer hickam a coal miners son who was inspired by the first sputnik launch to take up rocketry against his fathers wishes biography  drama  family            
548,anatomy of a murder,1959,161 min,crime  drama  mystery            ,8.0,in a murder trial the defendant says he suffered temporary insanity after the victim raped his wife what is the truth and will he win his case,in a murder trial the defendant says he suffered temporary insanity after the victim raped his wife what is the truth and will he win his case crime  drama  mystery            
549,goldfinger,1964,110 min,action  adventure  thriller            ,7.7,while investigating a gold magnates smuggling james bond uncovers a plot to contaminate the fort knox gold reserve,while investigating a gold magnates smuggling james bond uncovers a plot to contaminate the fort knox gold reserve action  adventure  thriller            
550,the conversation,1974,113 min,drama  mystery  thriller            ,7.8,a paranoid secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered,a paranoid secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered drama  mystery  thriller            
551,ghost in the shell,1995,83 min,animation  action  crime            ,8.0,a cyborg policewoman and her partner hunt a mysterious and powerful hacker called the puppet master,a cyborg policewoman and her partner hunt a mysterious and powerful hacker called the puppet master animation  action  crime            
552,rio bravo,1959,141 min,action  drama  western            ,8.0,a smalltown sheriff in the american west enlists the help of a cripple a drunk and a young gunfighter in his efforts to hold in jail the brother of the local bad guy,a smalltown sheriff in the american west enlists the help of a cripple a drunk and a young gunfighter in his efforts to hold in jail the brother of the local bad guy action  drama  western            
553,a streetcar named desire,1951,122 min,drama            ,8.0,disturbed blanche dubois moves in with her sister in new orleans and is tormented by her brutish brotherinlaw while her reality crumbles around her,disturbed blanche dubois moves in with her sister in new orleans and is tormented by her brutish brotherinlaw while her reality crumbles around her drama            
554,seppuku,1962,133 min,action  drama  mystery            ,8.6,when a ronin requesting seppuku at a feudal lords palace is told of the brutal suicide of another ronin who previously visited he reveals how their pasts are intertwined  and in doing so challenges the clans integrity,when a ronin requesting seppuku at a feudal lords palace is told of the brutal suicide of another ronin who previously visited he reveals how their pasts are intertwined  and in doing so challenges the clans integrity action  drama  mystery            
555,rebecca,1940,130 min,drama  mystery  romance            ,8.1,a selfconscious woman juggles adjusting to her new role as an aristocrats wife and avoiding being intimidated by his first wifes spectral presence,a selfconscious woman juggles adjusting to her new role as an aristocrats wife and avoiding being intimidated by his first wifes spectral presence drama  mystery  romance            
556,before sunset,2004,80 min,drama  romance            ,8.1,nine years after jesse and celine first met they encounter each other again on the french leg of jesses book tour,nine years after jesse and celine first met they encounter each other again on the french leg of jesses book tour drama  romance            
557,ordinary people,1980,124 min,drama            ,7.7,the accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother the goodnatured father and the guiltridden younger son,the accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother the goodnatured father and the guiltridden younger son drama            
558,miller's crossing,1990,115 min,crime  drama  thriller            ,7.7,tom reagan an advisor to a prohibitionera crime boss tries to keep the peace between warring mobs but gets caught in divided loyalties,tom reagan an advisor to a prohibitionera crime boss tries to keep the peace between warring mobs but gets caught in divided loyalties crime  drama  thriller            
559,the nightmare before christmas,1993,76 min,animation  family  fantasy            ,8.0,jack skellington king of halloween town discovers christmas town but his attempts to bring christmas to his home causes confusion,jack skellington king of halloween town discovers christmas town but his attempts to bring christmas to his home causes confusion animation  family  fantasy            
560,gangs of wasseypur,2012,321 min,action  comedy  crime            ,8.2,a clash between sultan and shahid khan leads to the expulsion of khan from wasseypur and ignites a deadly blood feud spanning three generations,a clash between sultan and shahid khan leads to the expulsion of khan from wasseypur and ignites a deadly blood feud spanning three generations action  comedy  crime            
561,togo,2019,113 min,adventure  biography  drama            ,8.0,the story of togo the sled dog who led the 1925 serum run yet was considered by most to be too small and weak to lead such an intense race,the story of togo the sled dog who led the 1925 serum run yet was considered by most to be too small and weak to lead such an intense race adventure  biography  drama            
562,klaus,2019,96 min,animation  adventure  comedy            ,8.2,a simple act of kindness always sparks another even in a frozen faraway place when smeerensburgs new postman jesper befriends toymaker klaus their gifts melt an ageold feud and deliver a sleigh full of holiday traditions,a simple act of kindness always sparks another even in a frozen faraway place when smeerensburgs new postman jesper befriends toymaker klaus their gifts melt an ageold feud and deliver a sleigh full of holiday traditions animation  adventure  comedy            
563,how to train your dragon 2,2014,102 min,animation  action  adventure            ,7.8,when hiccup and toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious dragon rider the two friends find themselves at the center of a battle to protect the peace,when hiccup and toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious dragon rider the two friends find themselves at the center of a battle to protect the peace animation  action  adventure            
564,the fall,2006,117 min,adventure  drama  fantasy            ,7.9,in a hospital on the outskirts of 1920s los angeles an injured stuntman begins to tell a fellow patient a little girl with a broken arm a fantastic story of five mythical heroes thanks to his fractured state of mind and her vivid imagination the line between fiction and reality blurs as the tale advances,in a hospital on the outskirts of 1920s los angeles an injured stuntman begins to tell a fellow patient a little girl with a broken arm a fantastic story of five mythical heroes thanks to his fractured state of mind and her vivid imagination the line between fiction and reality blurs as the tale advances adventure  drama  fantasy            
565,the man from nowhere,2010,119 min,action  crime  drama            ,7.8,a quiet pawnshop keeper with a violent past takes on a drugandorgan trafficking ring in hope of saving the child who is his only friend,a quiet pawnshop keeper with a violent past takes on a drugandorgan trafficking ring in hope of saving the child who is his only friend action  crime  drama            
566,the raid 2,2014,150 min,action  crime  thriller            ,8.0,only a short time after the first raid rama goes undercover with the thugs of jakarta and plans to bring down the syndicate and uncover the corruption within his police force,only a short time after the first raid rama goes undercover with the thugs of jakarta and plans to bring down the syndicate and uncover the corruption within his police force action  crime  thriller            
567,bringing up baby,1938,102 min,comedy  family  romance            ,7.9,while trying to secure a $1 million donation for his museum a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard baby,while trying to secure a $1 million donation for his museum a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard baby comedy  family  romance            
568,the insider,1999,157 min,biography  drama  thriller            ,7.8,a research chemist comes under personal and professional attack when he decides to appear in a 60 minutes exposé on big tobacco,a research chemist comes under personal and professional attack when he decides to appear in a 60 minutes exposé on big tobacco biography  drama  thriller            
569,lord of war,2005,122 min,action  crime  drama            ,7.6,an arms dealer confronts the morality of his work as he is being chased by an interpol agent,an arms dealer confronts the morality of his work as he is being chased by an interpol agent action  crime  drama            
570,roman holiday,1953,118 min,comedy  romance            ,8.0,a bored and sheltered princess escapes her guardians and falls in love with an american newsman in rome,a bored and sheltered princess escapes her guardians and falls in love with an american newsman in rome comedy  romance            
571,the dirty dozen,1967,150 min,action  adventure  war            ,7.7,during world war ii a rebellious us army major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of german officers,during world war ii a rebellious us army major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of german officers action  adventure  war            
572,solaris,1972,167 min,drama  mystery  sci-fi            ,8.1,a psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane,a psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane drama  mystery  sci-fi            
573,the last king of scotland,2006,123 min,biography  drama  history            ,7.7,based on the events of the brutal ugandan dictator idi amins regime as seen by his personal physician during the 1970s,based on the events of the brutal ugandan dictator idi amins regime as seen by his personal physician during the 1970s biography  drama  history            
574,amores perros,2000,154 min,drama  thriller            ,8.1,a horrific car accident connects three stories each involving characters dealing with loss regret and lifes harsh realities all in the name of love,a horrific car accident connects three stories each involving characters dealing with loss regret and lifes harsh realities all in the name of love drama  thriller            
575,do lok tin si,1995,99 min,comedy  crime  drama            ,7.7,this hong kongset crime drama follows the lives of a hitman hoping to get out of the business and his elusive female partner,this hong kongset crime drama follows the lives of a hitman hoping to get out of the business and his elusive female partner comedy  crime  drama            
576,ran,1985,162 min,action  drama  war            ,8.2,in medieval japan an elderly warlord retires handing over his empire to his three sons however he vastly underestimates how the newfound power will corrupt them and cause them to turn on each otherand him,in medieval japan an elderly warlord retires handing over his empire to his three sons however he vastly underestimates how the newfound power will corrupt them and cause them to turn on each otherand him action  drama  war            
577,before midnight,2013,109 min,drama  romance            ,7.9,we meet jesse and celine nine years on in greece almost two decades have passed since their first meeting on that train bound for vienna,we meet jesse and celine nine years on in greece almost two decades have passed since their first meeting on that train bound for vienna drama  romance            
578,ed wood,1994,127 min,biography  comedy  drama            ,7.8,ambitious but troubled movie director edward d wood jr tries his best to fulfill his dreams despite his lack of talent,ambitious but troubled movie director edward d wood jr tries his best to fulfill his dreams despite his lack of talent biography  comedy  drama            
579,adaptation.,2002,115 min,comedy  drama            ,7.7,a lovelorn screenwriter becomes desperate as he tries and fails to adapt the orchid thief by susan orlean for the screen,a lovelorn screenwriter becomes desperate as he tries and fails to adapt the orchid thief by susan orlean for the screen comedy  drama            
580,a fistful of dollars,1964,99 min,action  drama  western            ,8.0,a wandering gunfighter plays two rival families against each other in a town torn apart by greed pride and revenge,a wandering gunfighter plays two rival families against each other in a town torn apart by greed pride and revenge action  drama  western            
581,sing street,2016,106 min,comedy  drama  music            ,7.9,a boy growing up in dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes,a boy growing up in dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes comedy  drama  music            
